Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME流体模板: 芳香烃
aeadditions:pattern.fluid:0, ME流体模板: 不饱和烃
aeadditions:pattern.fluid:0, ME流体模板: 沼气
aeadditions:pattern.fluid:0, ME流体模板: 生物燃料
aeadditions:pattern.fluid:0, ME流体模板: 乙醇
aeadditions:pattern.fluid:0, ME流体模板: 鱼油
aeadditions:pattern.fluid:0, ME流体模板: 葵花籽油
aeadditions:pattern.fluid:0, ME流体模板: 胶体
aeadditions:pattern.fluid:0, ME流体模板: NITAN© 100号超级燃料
aeadditions:pattern.fluid:0, ME流体模板: 六氟化铀
aeadditions:pattern.fluid:0, ME流体模板: 六氟化钚
aeadditions:pattern.fluid:0, ME流体模板: 三硫化Sa
aeadditions:pattern.fluid:0, ME流体模板: 反物质
aeadditions:pattern.fluid:0, ME流体模板: 反Sa326
aeadditions:pattern.fluid:0, ME流体模板: 过氧化氢
aeadditions:pattern.fluid:0, ME流体模板: 硫酸
aeadditions:pattern.fluid:0, ME流体模板: 硝酸
aeadditions:pattern.fluid:0, ME流体模板: 有机溶剂
aeadditions:pattern.fluid:0, ME流体模板: 高性能溶剂
aeadditions:pattern.fluid:0, ME流体模板: 硝酸甘油
aeadditions:pattern.fluid:0, ME流体模板: 锇酸
aeadditions:pattern.fluid:0, ME流体模板: 毒泥
aeadditions:pattern.fluid:0, ME流体模板: 冷冻凝胶
aeadditions:pattern.fluid:0, ME流体模板: 液氢
aeadditions:pattern.fluid:0, ME流体模板: 液氧
aeadditions:pattern.fluid:0, ME流体模板: 氙
aeadditions:pattern.fluid:0, ME流体模板: BF 火箭燃料
aeadditions:pattern.fluid:0, ME流体模板: 汞
aeadditions:pattern.fluid:0, ME流体模板: 氘-氚等离子体
aeadditions:pattern.fluid:0, ME流体模板: 氢-氘等离子体
aeadditions:pattern.fluid:0, ME流体模板: 氢-氚等离子体
aeadditions:pattern.fluid:0, ME流体模板: 钚-氚等离子体
aeadditions:pattern.fluid:0, ME流体模板: 氙-汞等离子体
aeadditions:pattern.fluid:0, ME流体模板: 野火等离子体
aeadditions:pattern.fluid:0, ME流体模板: UU-物质
aeadditions:pattern.fluid:0, ME流体模板: Pandemonium(III)钽铁矿溶液
aeadditions:pattern.fluid:0, ME流体模板: 液态核废料
aeadditions:pattern.fluid:0, ME流体模板: 气态核废料
aeadditions:pattern.fluid:0, ME流体模板: 含铅汽油
aeadditions:pattern.fluid:0, ME流体模板: 经验汁
aeadditions:pattern.fluid:0, ME流体模板: 绿色软泥
aeadditions:pattern.fluid:0, ME流体模板: 核污染水
aeadditions:pattern.fluid:0, ME流体模板: 毒泥
aeadditions:pattern.fluid:0, ME流体模板: Sa酸
aeadditions:pattern.fluid:0, ME流体模板: 熔融堆芯
aeadditions:pattern.fluid:0, ME流体模板: 火山熔岩
aeadditions:pattern.fluid:0, ME流体模板: 熔融炽铁
aeadditions:pattern.fluid:0, ME流体模板: 熔融骑士金属
aeadditions:pattern.fluid:0, ME流体模板: 炽血精华
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.casing:0, 高级存储外壳
aeadditions:storage.casing:1, 流体存储外壳
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, ME流体便携元件
aeadditions:storage.fluid.portable:0, ME流体便携元件
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, ME流体装配室
aeadditions:fluidfiller, ME流体自动装填器
aeadditions:hardmedrive, 防爆ME驱动器
aeadditions:vibrantchamberfluid, 流体谐振仓
aeadditions:gas_interface, ME Gas Interface
avaritia:resource:0, 钻石晶格
avaritia:resource:1, 水晶矩阵锭
avaritia:resource:2, 中子素尘埃
avaritia:resource:3, 中子素颗粒
avaritia:resource:4, 中子锭
avaritia:resource:5, 无尽催化剂
avaritia:resource:6, 无尽之锭
avaritia:resource:7, 唱片碎片
avaritia:singularity:0, 奇点-铁
avaritia:singularity:1, 奇点-金
avaritia:singularity:2, 奇点-青金石
avaritia:singularity:3, 奇点-红石
avaritia:singularity:4, 奇点-下界石英
avaritia:singularity:5, 奇点-铜
avaritia:singularity:6, 奇点-锡
avaritia:singularity:7, 奇点-铅
avaritia:singularity:8, 奇点-银
avaritia:singularity:9, 奇点-镍
avaritia:singularity:10, 奇点-钻石
avaritia:singularity:11, 奇点-绿宝石
avaritia:singularity:12, 奇点-充能琥珀金
avaritia:singularity:13, 奇点-铂
avaritia:singularity:14, 奇点-铱
avaritia:infinity_sword, 寰宇支配之剑
avaritia:infinity_bow, 天堂陨落长弓
avaritia:infinity_pickaxe, 世界崩解之镐
avaritia:infinity_shovel, 星球吞噬之铲
avaritia:infinity_axe, 自然荒芜之斧
avaritia:infinity_hoe, 地蕴复生之锄
avaritia:infinity_helmet, 无尽头盔
avaritia:infinity_chestplate, 无尽胸甲
avaritia:infinity_pants, 无尽护腿
avaritia:infinity_boots, 无尽靴子
avaritia:skullfire_sword, 炽焰之啄颅剑
avaritia:endest_pearl, 终望珍珠
avaritia:ultimate_stew, 超级煲
avaritia:cosmic_meatballs, 寰宇肉丸
avaritia:matter_cluster, 物质团
avaritia:compressed_crafting_table, 压缩工作台
avaritia:double_compressed_crafting_table, 二重压缩工作台
avaritia:extreme_crafting_table, 终极工作台
avaritia:block_resource:0, 中子态素块
avaritia:block_resource:1, 无尽之块
avaritia:block_resource:2, 水晶矩阵
avaritia:neutron_collector, 中子态素收集器
avaritia:neutronium_compressor, 中子态素压缩机
hbm:redstone_sword, 红石剑
hbm:big_sword, 大剑
hbm:dosimeter, 剂量计
hbm:geiger_counter, 手持盖革计数器
hbm:digamma_diagnostic, 玩家F-迪伽马辐射自检器
hbm:lung_diagnostic, 肺部诊断器
hbm:screwdriver, 螺丝刀
hbm:screwdriver_desh, Desh螺丝刀
hbm:hand_drill, 手钻
hbm:hand_drill_desh, Desh手钻
hbm:reacher, 钨长臂夹
hbm:bismuth_tool, 磁力提取器
hbm:wiring_red_copper, 电缆卷
hbm:survey_scanner, 勘测扫描仪
hbm:oil_detector, 石油探测仪
hbm:mirror_tool, 定日镜调整工具
hbm:rbmk_tool, RBMK石墨式反应堆控制台连接装置
hbm:coltass, 钶钽铁矿指针
hbm:linker, 链接器
hbm:reactor_sensor, 反应堆遥感器
hbm:syringe_empty, 空注射器
hbm:syringe_awesome, 米青采彡
hbm:syringe_antidote, 解毒剂
hbm:syringe_poison, 毒针
hbm:syringe_metal_empty, 金属注射器
hbm:syringe_metal_medx, Med-X抗痛宁
hbm:syringe_metal_psycho, Psycho"捷特"
hbm:syringe_metal_stimpak, 治疗针
hbm:syringe_metal_super, 超级治疗针
hbm:syringe_taint, 污染水注射液
hbm:syringe_mkunicorn, 独角兽
hbm:med_bag, 医疗包
hbm:iv_xp_empty, 空的经验包
hbm:iv_xp, 经验包
hbm:iv_empty, 静脉输液袋
hbm:iv_blood, 血袋
hbm:radaway, 消辐宁
hbm:radaway_strong, 强效消辐宁
hbm:radaway_flush, 超级消辐宁
hbm:radx, 防辐射药
hbm:siox, SiOX抗癌药物
hbm:pill_herbal, 草药膏
hbm:xanax,  AXA抗迪伽马药物
hbm:fmn, 氟硝西泮片
hbm:five_htp, 5-羟色胺药丸
hbm:pill_iodine, 碘丸
hbm:plan_c, C计划
hbm:stealth_boy, 隐形装置
hbm:jetpack_tank, 喷气背包备用燃料罐
hbm:gun_kit_1, 枪械润滑油
hbm:gun_kit_2, 枪械修理包
hbm:euphemium_kit, Ep工具箱
hbm:cbt_device, CBT装置
hbm:gas_mask_filter_rag, 临时防毒面具过滤器
hbm:gas_mask_filter_piss, 先进的简易防毒面具过滤器
hbm:gas_mask_filter_mono, 催化性面罩过滤器
hbm:gas_mask_filter, 防毒面具过滤器
hbm:gas_mask_filter_combo, 防毒面具组合式过滤器
hbm:gas_mask_filter_radon, 欧米伽防毒面具过滤器
hbm:attachment_mask, 附加型防毒面具
hbm:attachment_mask_mono, 可接入式防一氧化碳面罩
hbm:back_tesla, 背负式特斯拉线圈
hbm:pads_rubber, 橡胶垫
hbm:pads_slime, 粘液垫
hbm:pads_static, 静电垫
hbm:cladding_paint, 铅涂料
hbm:cladding_rubber, 橡胶覆层
hbm:cladding_lead, 铅覆层
hbm:cladding_desh, Desh覆层
hbm:cladding_paa, PaA合金覆层
hbm:cladding_ghiorsium, Gh336覆层
hbm:cladding_euphemium, Ep覆层
hbm:cladding_di, 双聚中子态素覆层
hbm:cladding_electronium, 电素覆层
hbm:cladding_iron, 铁覆层
hbm:cladding_obsidian, 黑曜石覆层
hbm:insert_kevlar, 凯夫拉插板
hbm:insert_sapi, SAPI插板
hbm:insert_esapi, ESAPI插板
hbm:insert_xsapi, XSAPI插板
hbm:insert_steel, 重型钢插板
hbm:insert_du, 贫铀插板
hbm:insert_ferrouranium, 铀铁合金插板
hbm:insert_polonium, 钋插板
hbm:insert_ghiorsium, Gh-336插板
hbm:insert_era, 反应装甲插板
hbm:insert_di, 双聚中子态素插板
hbm:insert_yharonite, 犽戎龙素插板
hbm:insert_doxium, 掺砷Doxium插板
hbm:armor_polish, 亮甲™装甲抛光剂
hbm:bandaid, 邦迪创可贴
hbm:serum, 血清
hbm:quartz_plutonium, 深成石英
hbm:morning_glory, 牵牛花
hbm:lodestone, 磁石
hbm:horseshoe_magnet, 马蹄形磁铁
hbm:industrial_magnet, 工业磁铁
hbm:bathwater, 有毒肥皂水
hbm:bathwater_mk2, 有毒肥皂水(马香味)
hbm:bathwater_mk3, 最好的切尔诺贝利沐浴水（融化香味）
hbm:spider_milk, 一瓶蜘蛛奶
hbm:ink, 林 墨水
hbm:heart_piece, 心之碎片
hbm:heart_container, 心之容器
hbm:heart_booster, 心之增强器
hbm:heart_fab, 心脏抗原结合器
hbm:black_diamond, 黑钻石
hbm:wd40, VT-40
hbm:scrumpy, 一瓶烈性苹果酒
hbm:wild_p, 野生珀伽索斯干威士忌
hbm:fabsols_vodka, Fabsol伏特加
hbm:shackles, 枷锁
hbm:injector_5htp, 5-HTP自动药物注射器
hbm:injector_knife, 8英寸刀片自动药物注射器
hbm:decontamination_module, 去污模块
hbm:medal_liquidator, 核废土清道夫勋章
hbm:medal_ghoul, 认证食尸鬼勋章
hbm:servo_set, 伺服装置
hbm:servo_set_desh, Desh伺服装置
hbm:pocket_ptsd, 便携式雷达
hbm:v1, V1
hbm:protection_charm, 守护项链
hbm:meteor_charm, 陨石项链
hbm:stamp_stone_flat, 石质锻模
hbm:stamp_stone_plate, 石质板锻模
hbm:stamp_stone_wire, 石质电线锻模
hbm:stamp_stone_circuit, 石质电路版锻模
hbm:stamp_iron_flat, 铁质锻模
hbm:stamp_iron_plate, 铁质板锻模
hbm:stamp_iron_wire, 铁质电线锻模
hbm:stamp_iron_circuit, 铁质电路版锻模
hbm:stamp_steel_flat, 钢质锻模
hbm:stamp_steel_plate, 钢质板锻模
hbm:stamp_steel_wire, 钢质电线锻模
hbm:stamp_steel_circuit, 钢质电路版锻模
hbm:stamp_titanium_flat, 钛质锻模
hbm:stamp_titanium_plate, 钛质板锻模
hbm:stamp_titanium_wire, 钛质电线锻模
hbm:stamp_titanium_circuit, 钛质电路版锻模
hbm:stamp_obsidian_flat, 黑曜石锻模
hbm:stamp_obsidian_plate, 黑曜石板锻模
hbm:stamp_obsidian_wire, 黑曜石电线锻模
hbm:stamp_obsidian_circuit, 黑曜石电路版锻模
hbm:stamp_schrabidium_flat, Sa326锻模
hbm:stamp_schrabidium_plate, Sa326板锻模
hbm:stamp_schrabidium_wire, Sa326电线锻模
hbm:stamp_schrabidium_circuit, Sa326电路版锻模
hbm:stamp_desh_flat, Desh质锻模
hbm:stamp_desh_plate, Desh质板锻模
hbm:stamp_desh_wire, Desh质线锻模
hbm:stamp_desh_circuit, Desh质电路板锻模
hbm:stamp_desh_357, Desh质.357马格南锻模
hbm:stamp_desh_44, Desh质.44马格南锻模
hbm:stamp_desh_9, Desh质小口径锻模
hbm:stamp_desh_50, Desh质大口径锻模	 
hbm:stamp_357, .357马格南锻模
hbm:stamp_44, .44马格南锻模
hbm:stamp_9, 小口径锻模
hbm:stamp_50, 大口径锻模
hbm:blades_aluminum, 铝粉碎机刀片
hbm:blades_gold, 金制刀片
hbm:blades_iron, 铁制刀片
hbm:blades_steel, 钢制刀片
hbm:blades_titanium, 钛制刀片
hbm:blades_advanced_alloy, 高级合金刀片
hbm:blades_combine_steel, CMB钢刀片
hbm:blades_schrabidium, Sa326刀片
hbm:blades_desh, Desh刀片
hbm:fuse, 保险丝
hbm:redcoil_capacitor, 红圈电容器
hbm:euphemium_capacitor, Ep电容器
hbm:titanium_filter, 钛过滤器
hbm:arc_electrode, 石墨电极
hbm:arc_electrode_burnt, 熔化电极
hbm:arc_electrode_desh, Desh电极
hbm:overfuse, 奇异螺丝刀
hbm:piston_selenium, 星型发动机活塞
hbm:thermo_element, 热电元件
hbm:antiknock, 四乙基铅抗爆剂
hbm:part_lithium, 锂粉盒
hbm:part_beryllium, 铍粉盒
hbm:part_carbon, 碳粉盒
hbm:part_copper, 铜粉盒
hbm:part_plutonium, 钚粉盒
hbm:fusion_shield_tungsten, 钨聚变反应堆覆层
hbm:fusion_shield_desh, Desh聚变反应堆覆层
hbm:fusion_shield_chlorophyte, 叶绿金属聚变反应堆覆层
hbm:fusion_shield_vaporwave, 蒸汽波反应堆覆层
hbm:battery_sc_uranium, 自充电 铀-238 电池
hbm:battery_sc_technetium, 自充电 锝-99 电池
hbm:battery_sc_plutonium, 自充电 钚-238 电池
hbm:battery_sc_polonium, 自充电 钋-210 电池
hbm:battery_sc_gold, 自充电 金-198 电池
hbm:battery_sc_lead, 自充电 铅-209 电池
hbm:battery_sc_americium, 自充电 镅-241 电池
hbm:battery_sc_balefire, 自充电 Balefire-XXX 电池
hbm:battery_sc_schrabidium, 自充电Sa-326 电池
hbm:battery_sc_yharonite, 自充电 犽戎龙素-REDACTED电池
hbm:battery_sc_electronium, 电素自充电电池
hbm:battery_creative, 无限电池
hbm:battery_generic, 电池
hbm:battery_red_cell, 红石电池组
hbm:battery_red_cell_6, 六联红石电池组
hbm:battery_red_cell_24, 二十四联红石电池组
hbm:battery_advanced, 高级电池
hbm:battery_advanced_cell, 高级电池组
hbm:battery_advanced_cell_4, 四联高级电池组
hbm:battery_advanced_cell_12, 十二联高级电池组
hbm:battery_lithium, 锂电池
hbm:battery_lithium_cell, 锂电池组
hbm:battery_lithium_cell_3, 三联锂电池组
hbm:battery_lithium_cell_6, 六联锂电池组
hbm:battery_schrabidium, Sa326电池
hbm:battery_schrabidium_cell, Sa326电池组
hbm:battery_schrabidium_cell_2, 双联Sa326电池组
hbm:battery_schrabidium_cell_4, 四联Sa326电池组
hbm:battery_trixite, 杂牌Spark电池
hbm:battery_spark, Spark电池
hbm:battery_spark_cell_6, Spark电池组
hbm:battery_spark_cell_25, Spark神秘汽车电池
hbm:battery_spark_cell_100, Spark神秘储能电池组
hbm:battery_spark_cell_1000, Spark神秘物质能量空间
hbm:battery_spark_cell_2500, Spark神秘迪拉克之海
hbm:battery_spark_cell_10000, Spark时空晶体
hbm:battery_spark_cell_power, Spark反物理储能装置
hbm:battery_potato, 马铃薯电池
hbm:battery_potatos, 马铃薯OS
hbm:battery_su, SU-电池
hbm:battery_su_l, 大型SU-电池
hbm:battery_steam, 蒸汽动力储能罐
hbm:battery_steam_large, 大型蒸汽动力储能罐
hbm:factory_core_titanium, 工厂能源组件
hbm:factory_core_advanced, 高级工厂能源组件
hbm:hev_battery, 套装电池
hbm:fusion_core, 聚变能源核心
hbm:energy_core, 临时能源核心
hbm:fusion_core_infinite, 无限能源核心
hbm:laser_crystal_nano, 纳米管激光晶体
hbm:laser_crystal_pentacene, 并五苯激光晶体
hbm:laser_crystal_co2, CO2-Desh激光晶体
hbm:laser_crystal_bismuth, 铋-钐-铀-钍激光晶体
hbm:laser_crystal_cmb, 氙-达夫贡激光晶体
hbm:laser_crystal_dem, 恶魔激光晶体
hbm:laser_crystal_bale, 野火激光晶体
hbm:laser_crystal_digamma, 迪伽马激光晶体
hbm:upgrade_speed_1, 一级红色机器升级
hbm:upgrade_speed_2, 二级红色机器升级
hbm:upgrade_speed_3, 三级红色机器升级
hbm:upgrade_effect_1, 一级绿色机器升级
hbm:upgrade_effect_2, 二级绿色机器升级
hbm:upgrade_effect_3, 三级绿色机器升级
hbm:upgrade_power_1, 一级蓝色机器升级
hbm:upgrade_power_2, 二级蓝色机器升级
hbm:upgrade_power_3, 三级蓝色机器升级
hbm:upgrade_fortune_1, 一级紫色机器升级
hbm:upgrade_fortune_2, 二级紫色机器升级
hbm:upgrade_fortune_3, 三级紫色机器升级
hbm:upgrade_afterburn_1, 一级粉色机器升级
hbm:upgrade_afterburn_2, 二级粉色机器升级
hbm:upgrade_afterburn_3, 三级粉色机器升级
hbm:upgrade_radius, 青色力场发生器升级
hbm:upgrade_health, 粉色力场发生器升级
hbm:upgrade_overdrive_1, 一级超速传动机器升级
hbm:upgrade_overdrive_2, 二级超速传动机器升级
hbm:upgrade_overdrive_3, 三级超速传动机器升级
hbm:upgrade_smelter, 采矿激光升级-自动熔炼
hbm:upgrade_shredder, 采矿激光升级-自动粉碎
hbm:upgrade_centrifuge, 采矿激光升级-自动离心
hbm:upgrade_crystallizer, 采矿激光升级-自动结晶
hbm:upgrade_nullifier, 采矿激光升级-自动销毁
hbm:upgrade_screm, 采矿激光升级-目 力 科 学 家
hbm:upgrade_ejector_1, 弹出速度升级 Mk.I
hbm:upgrade_ejector_2, 弹出速度升级 Mk.II
hbm:upgrade_ejector_3, 弹出速度升级 Mk.III
hbm:upgrade_stack_1, 一级栈弹出升级
hbm:upgrade_stack_2, 二级栈弹出升级
hbm:upgrade_stack_3, 三级栈弹出升级
hbm:canister_fuel, 桶装柴油
hbm:canister_napalm, 桶装凝固汽油B
hbm:gas_empty, 空气罐
hbm:cell, item.cell.name
hbm:fluid_tank_full:0, Empty Universal Fluid Tank
hbm:fluid_tank_full:0, 通用流体罐: 水
hbm:fluid_tank_full:0, 通用流体罐: 熔岩
hbm:fluid_tank_full:0, 通用流体罐: 低压蒸汽
hbm:fluid_tank_full:0, 通用流体罐: 蒸汽
hbm:fluid_tank_full:0, 通用流体罐: 热蒸汽
hbm:fluid_tank_full:0, 通用流体罐: 超热蒸汽
hbm:fluid_tank_full:0, 通用流体罐: 超浓密蒸汽
hbm:fluid_tank_full:0, 通用流体罐: 冷却液
hbm:fluid_tank_full:0, 通用流体罐: 热冷却液
hbm:fluid_tank_full:0, 通用流体罐: 重水
hbm:fluid_tank_full:0, 通用流体罐: 氘
hbm:fluid_tank_full:0, 通用流体罐: 氚
hbm:fluid_tank_full:0, 通用流体罐: 原油
hbm:fluid_tank_full:0, 通用流体罐: 热原油
hbm:fluid_tank_full:0, 通用流体罐: 裂化油
hbm:fluid_tank_full:0, 通用流体罐: 热裂化油
hbm:fluid_tank_full:0, 通用流体罐: 重油
hbm:fluid_tank_full:0, 通用流体罐: 沥青
hbm:fluid_tank_full:0, 通用流体罐: 工业用油
hbm:fluid_tank_full:0, 通用流体罐: 燃油
hbm:fluid_tank_full:0, 通用流体罐: 再生工业油
hbm:fluid_tank_full:0, 通用流体罐: 汽油
hbm:fluid_tank_full:0, 通用流体罐: 压裂液
hbm:fluid_tank_full:0, 通用流体罐: 润滑油
hbm:fluid_tank_full:0, 通用流体罐: 石脑油
hbm:fluid_tank_full:0, 通用流体罐: 柴油
hbm:fluid_tank_full:0, 通用流体罐: 轻油
hbm:fluid_tank_full:0, 通用流体罐: 煤油
hbm:fluid_tank_full:0, 通用流体罐: 天然气
hbm:fluid_tank_full:0, 通用流体罐: 石油气
hbm:fluid_tank_full:0, 通用流体罐: 芳香烃
hbm:fluid_tank_full:0, 通用流体罐: 不饱和烃
hbm:fluid_tank_full:0, 通用流体罐: 沼气
hbm:fluid_tank_full:0, 通用流体罐: 生物燃料
hbm:fluid_tank_full:0, 通用流体罐: 乙醇
hbm:fluid_tank_full:0, 通用流体罐: 鱼油
hbm:fluid_tank_full:0, 通用流体罐: 葵花籽油
hbm:fluid_tank_full:0, 通用流体罐: 胶体
hbm:fluid_tank_full:0, 通用流体罐: NITAN© 100号超级燃料
hbm:fluid_tank_full:0, 通用流体罐: 六氟化铀
hbm:fluid_tank_full:0, 通用流体罐: 六氟化钚
hbm:fluid_tank_full:0, 通用流体罐: 三硫化Sa
hbm:fluid_tank_full:0, 通用流体罐: 反物质
hbm:fluid_tank_full:0, 通用流体罐: 反Sa326
